"","subject","participant","blocknum","trialnum","blockcode","trialcode","response","correct","latency","ppid"
"24274","9109",48,4,74,"Modification1A","PosNegA_BOTTOMCongruentH",50,1,628,"9109"
"24275","9109",48,4,75,"Modification1A","PosNegA_TOPCongruentH",50,1,713,"9109"
"24276","9109",48,4,76,"Modification1A","PosNegA_TOPCongruentV",44,1,691,"9109"
"24277","9109",48,4,77,"Modification1A","PosNegA_BOTTOMCongruentV",44,1,524,"9109"
"24278","9109",48,4,78,"Modification1A","PosNegA_TOPIncongruentV",44,1,445,"9109"
"24279","9109",48,4,79,"Modification1A","PosNegA_BOTTOMCongruentV",44,1,617,"9109"
"24280","9109",48,4,80,"Modification1A","PosNegA_TOPCongruentH",50,1,702,"9109"
"24281","9109",48,4,81,"Modification1A","PosNegA_TOPCongruentV",44,1,487,"9109"
"24282","9109",48,4,82,"Modification1A","PosNegA_BOTTOMCongruentV",44,1,809,"9109"
"24283","9109",48,4,83,"Modification1A","PosNegA_BOTTOMIncongruentH",50,1,822,"9109"
"24284","9109",48,4,84,"Modification1A","PosNegA_TOPCongruentV",50,0,739,"9109"
"24285","9109",48,4,85,"Modification1A","PosNegA_BOTTOMCongruentV",50,0,747,"9109"
"24286","9109",48,4,86,"Modification1A","PosNegA_TOPCongruentV",44,1,939,"9109"
"24287","9109",48,4,87,"Modification1A","PosNegA_TOPCongruentH",50,1,987,"9109"
"24288","9109",48,4,88,"Modification1A","PosNegA_TOPCongruentH",50,1,801,"9109"
"24289","9109",48,4,89,"Modification1A","PosNegA_TOPCongruentV",44,1,2070,"9109"
"24290","9109",48,4,90,"Modification1A","PosNegA_TOPCongruentH",44,0,689,"9109"
"24291","9109",48,4,91,"Modification1A","PosNegA_BOTTOMCongruentV",50,0,827,"9109"
"24292","9109",48,4,92,"Modification1A","PosNegA_BOTTOMCongruentH",50,1,983,"9109"
"24293","9109",48,4,93,"Modification1A","PosNegA_TOPCongruentV",44,1,1134,"9109"
"24294","9109",48,4,94,"Modification1A","PosNegA_BOTTOMCongruentH",50,1,718,"9109"
"24295","9109",48,4,95,"Modification1A","PosNegA_TOPCongruentH",50,1,870,"9109"
"24296","9109",48,4,96,"Modification1A","PosNegA_TOPCongruentV",44,1,633,"9109"
"24297","9109",48,5,1,"Modification2A","PosNegA_BOTTOMCongruentV",44,1,770,"9109"
"24298","9109",48,5,2,"Modification2A","PosNegA_BOTTOMCongruentV",44,1,561,"9109"
"24299","9109",48,5,3,"Modification2A","PosNegA_BOTTOMCongruentH",50,1,760,"9109"
"24300","9109",48,5,4,"Modification2A","PosNegA_BOTTOMCongruentV",44,1,720,"9109"
"24301","9109",48,5,5,"Modification2A","PosNegA_TOPCongruentV",44,1,744,"9109"
"24302","9109",48,5,6,"Modification2A","PosNegA_TOPCongruentH",50,1,616,"9109"
"24303","9109",48,5,7,"Modification2A","PosNegA_BOTTOMCongruentH",50,1,733,"9109"
"24304","9109",48,5,8,"Modification2A","PosNegA_TOPIncongruentV",44,1,533,"9109"
"24305","9109",48,5,9,"Modification2A","PosNegA_TOPCongruentH",50,1,653,"9109"
"24306","9109",48,5,10,"Modification2A","PosNegA_TOPCongruentV",44,1,536,"9109"
"24307","9109",48,5,11,"Modification2A","PosNegA_BOTTOMCongruentV",44,1,760,"9109"
"24308","9109",48,5,12,"Modification2A","PosNegA_TOPIncongruentH",50,1,656,"9109"
"24309","9109",48,5,13,"Modification2A","PosNegA_BOTTOMCongruentV",44,1,571,"9109"
"24310","9109",48,5,14,"Modification2A","PosNegA_TOPCongruentH",50,1,898,"9109"
"24311","9109",48,5,15,"Modification2A","PosNegA_BOTTOMIncongruentH",50,1,996,"9109"
"24312","9109",48,5,16,"Modification2A","PosNegA_TOPCongruentV",44,1,618,"9109"
"24313","9109",48,5,17,"Modification2A","PosNegA_BOTTOMCongruentV",44,1,742,"9109"
"24314","9109",48,5,18,"Modification2A","PosNegA_TOPCongruentH",50,1,751,"9109"
"24315","9109",48,5,19,"Modification2A","PosNegA_TOPCongruentV",44,1,590,"9109"
"24316","9109",48,5,20,"Modification2A","PosNegA_TOPCongruentH",50,1,668,"9109"
"24317","9109",48,5,21,"Modification2A","PosNegA_BOTTOMCongruentH",50,1,742,"9109"
"24318","9109",48,5,22,"Modification2A","PosNegA_BOTTOMCongruentH",50,1,646,"9109"
"24319","9109",48,5,23,"Modification2A","PosNegA_BOTTOMCongruentV",44,1,578,"9109"
"24320","9109",48,5,24,"Modification2A","PosNegA_BOTTOMCongruentV",44,1,553,"9109"
"24321","9109",48,5,25,"Modification2A","PosNegA_BOTTOMCongruentV",44,1,480,"9109"
"24322","9109",48,5,26,"Modification2A","PosNegA_TOPCongruentH",50,1,867,"9109"
"24323","9109",48,5,27,"Modification2A","PosNegA_BOTTOMIncongruentH",50,1,742,"9109"
"24324","9109",48,5,28,"Modification2A","PosNegA_BOTTOMCongruentV",44,1,614,"9109"
"24325","9109",48,5,29,"Modification2A","PosNegA_BOTTOMCongruentH",50,1,723,"9109"
"24326","9109",48,5,30,"Modification2A","PosNegA_TOPCongruentV",44,1,588,"9109"
"24327","9109",48,5,31,"Modification2A","PosNegA_TOPCongruentV",44,1,690,"9109"
"24328","9109",48,5,32,"Modification2A","PosNegA_BOTTOMCongruentV",44,1,643,"9109"
"24329","9109",48,5,33,"Modification2A","PosNegA_BOTTOMCongruentV",44,1,479,"9109"
"24330","9109",48,5,34,"Modification2A","PosNegA_TOPCongruentV",44,1,498,"9109"
"24331","9109",48,5,35,"Modification2A","PosNegA_BOTTOMCongruentH",50,1,580,"9109"
"24332","9109",48,5,36,"Modification2A","PosNegA_TOPCongruentV",44,1,1083,"9109"
"24333","9109",48,5,37,"Modification2A","PosNegA_BOTTOMCongruentV",44,1,533,"9109"
"24334","9109",48,5,38,"Modification2A","PosNegA_TOPCongruentV",44,1,637,"9109"
"24335","9109",48,5,39,"Modification2A","PosNegA_BOTTOMCongruentV",44,1,457,"9109"
"24336","9109",48,5,40,"Modification2A","PosNegA_TOPCongruentH",50,1,516,"9109"
"24337","9109",48,5,41,"Modification2A","PosNegA_BOTTOMCongruentH",44,0,493,"9109"
"24338","9109",48,5,42,"Modification2A","PosNegA_BOTTOMCongruentV",44,1,655,"9109"
"24339","9109",48,5,43,"Modification2A","PosNegA_TOPCongruentH",50,1,546,"9109"
"24340","9109",48,5,44,"Modification2A","PosNegA_TOPCongruentV",44,1,666,"9109"
"24341","9109",48,5,45,"Modification2A","PosNegA_TOPCongruentH",50,1,549,"9109"
"24342","9109",48,5,46,"Modification2A","PosNegA_BOTTOMCongruentH",50,1,756,"9109"
"24343","9109",48,5,47,"Modification2A","PosNegA_TOPCongruentH",44,0,788,"9109"
"24344","9109",48,5,48,"Modification2A","PosNegA_TOPCongruentH",50,1,818,"9109"
"24345","9109",48,5,49,"Modification2A","PosNegA_TOPCongruentV",44,1,1126,"9109"
"24346","9109",48,5,50,"Modification2A","PosNegA_BOTTOMIncongruentV",44,1,783,"9109"
"24347","9109",48,5,51,"Modification2A","PosNegA_BOTTOMCongruentV",44,1,661,"9109"
"24348","9109",48,5,52,"Modification2A","PosNegA_TOPCongruentV",44,1,640,"9109"
"24349","9109",48,5,53,"Modification2A","PosNegA_TOPIncongruentV",44,1,468,"9109"
"24350","9109",48,5,54,"Modification2A","PosNegA_BOTTOMCongruentH",50,1,655,"9109"
"24351","9109",48,5,55,"Modification2A","PosNegA_TOPCongruentV",44,1,730,"9109"
"24352","9109",48,5,56,"Modification2A","PosNegA_BOTTOMCongruentH",44,0,579,"9109"
"24353","9109",48,5,57,"Modification2A","PosNegA_TOPCongruentV",44,1,434,"9109"
"24354","9109",48,5,58,"Modification2A","PosNegA_TOPCongruentH",50,1,662,"9109"
"24355","9109",48,5,59,"Modification2A","PosNegA_BOTTOMCongruentH",50,1,993,"9109"
"24356","9109",48,5,60,"Modification2A","PosNegA_BOTTOMCongruentH",50,1,551,"9109"
"24357","9109",48,5,61,"Modification2A","PosNegA_TOPCongruentV",50,0,694,"9109"
"24358","9109",48,5,62,"Modification2A","PosNegA_BOTTOMCongruentH",50,1,608,"9109"
"24359","9109",48,5,63,"Modification2A","PosNegA_TOPCongruentH",50,1,606,"9109"
"24360","9109",48,5,64,"Modification2A","PosNegA_TOPCongruentH",50,1,611,"9109"
"24361","9109",48,5,65,"Modification2A","PosNegA_TOPCongruentV",44,1,536,"9109"
"24362","9109",48,5,66,"Modification2A","PosNegA_TOPCongruentH",50,1,544,"9109"
"24363","9109",48,5,67,"Modification2A","PosNegA_BOTTOMCongruentH",50,1,608,"9109"
"24364","9109",48,5,68,"Modification2A","PosNegA_BOTTOMIncongruentV",44,1,574,"9109"
"24365","9109",48,5,69,"Modification2A","PosNegA_TOPCongruentH",50,1,836,"9109"
"24366","9109",48,5,70,"Modification2A","PosNegA_TOPCongruentH",50,1,496,"9109"
"24367","9109",48,5,71,"Modification2A","PosNegA_TOPIncongruentH",50,1,498,"9109"
"24368","9109",48,5,72,"Modification2A","PosNegA_TOPCongruentH",50,1,700,"9109"
"24369","9109",48,5,73,"Modification2A","PosNegA_BOTTOMCongruentH",50,1,574,"9109"
"24370","9109",48,5,74,"Modification2A","PosNegA_TOPCongruentV",50,0,340,"9109"
"24371","9109",48,5,75,"Modification2A","PosNegA_TOPCongruentH",50,1,532,"9109"
"24372","9109",48,5,76,"Modification2A","PosNegA_BOTTOMCongruentH",50,1,556,"9109"
"24373","9109",48,5,77,"Modification2A","PosNegA_TOPCongruentV",44,1,819,"9109"
"24374","9109",48,5,78,"Modification2A","PosNegA_BOTTOMCongruentH",50,1,648,"9109"
"24375","9109",48,5,79,"Modification2A","PosNegA_BOTTOMCongruentV",44,1,508,"9109"
"24376","9109",48,5,80,"Modification2A","PosNegA_TOPCongruentV",44,1,557,"9109"
"24377","9109",48,5,81,"Modification2A","PosNegA_BOTTOMCongruentV",44,1,725,"9109"
"24378","9109",48,5,82,"Modification2A","PosNegA_BOTTOMCongruentV",44,1,638,"9109"
"24379","9109",48,5,83,"Modification2A","PosNegA_BOTTOMCongruentH",50,1,634,"9109"
"24380","9109",48,5,84,"Modification2A","PosNegA_BOTTOMCongruentV",44,1,581,"9109"
"24381","9109",48,5,85,"Modification2A","PosNegA_BOTTOMCongruentH",50,1,676,"9109"
"24382","9109",48,5,86,"Modification2A","PosNegA_BOTTOMCongruentH",50,1,847,"9109"
"24383","9109",48,5,87,"Modification2A","PosNegA_BOTTOMCongruentH",50,1,747,"9109"
"24384","9109",48,5,88,"Modification2A","PosNegA_TOPCongruentV",44,1,603,"9109"
"24385","9109",48,5,89,"Modification2A","PosNegA_BOTTOMCongruentV",44,1,520,"9109"
"24386","9109",48,5,90,"Modification2A","PosNegA_TOPCongruentH",44,0,625,"9109"
"24387","9109",48,5,91,"Modification2A","PosNegA_TOPCongruentH",50,1,550,"9109"
"24388","9109",48,5,92,"Modification2A","PosNegA_TOPCongruentV",44,1,605,"9109"
"24389","9109",48,5,93,"Modification2A","PosNegA_BOTTOMCongruentH",50,1,562,"9109"
"24390","9109",48,5,94,"Modification2A","PosNegA_TOPCongruentH",50,1,513,"9109"
"24391","9109",48,5,95,"Modification2A","PosNegA_TOPCongruentV",44,1,859,"9109"
"24392","9109",48,5,96,"Modification2A","PosNegA_BOTTOMCongruentV",44,1,734,"9109"
"24393","9109",48,6,1,"Modification3A","PosNegA_TOPCongruentH",50,1,708,"9109"
"24394","9109",48,6,2,"Modification3A","PosNegA_TOPCongruentH",44,0,573,"9109"
"24395","9109",48,6,3,"Modification3A","PosNegA_BOTTOMCongruentV",44,1,716,"9109"
"24396","9109",48,6,4,"Modification3A","PosNegA_TOPCongruentH",50,1,676,"9109"
"24397","9109",48,6,5,"Modification3A","PosNegA_BOTTOMCongruentV",44,1,735,"9109"
"24398","9109",48,6,6,"Modification3A","PosNegA_TOPCongruentH",50,1,695,"9109"
"24399","9109",48,6,7,"Modification3A","PosNegA_TOPCongruentV",44,1,793,"9109"
"24400","9109",48,6,8,"Modification3A","PosNegA_BOTTOMCongruentH",50,1,759,"9109"
"24401","9109",48,6,9,"Modification3A","PosNegA_BOTTOMCongruentV",44,1,614,"9109"
"24402","9109",48,6,10,"Modification3A","PosNegA_BOTTOMIncongruentH",50,1,740,"9109"
"24403","9109",48,6,11,"Modification3A","PosNegA_TOPIncongruentH",50,1,572,"9109"
"24404","9109",48,6,12,"Modification3A","PosNegA_TOPCongruentV",44,1,490,"9109"
"24405","9109",48,6,13,"Modification3A","PosNegA_BOTTOMCongruentH",50,1,492,"9109"
"24406","9109",48,6,14,"Modification3A","PosNegA_BOTTOMCongruentH",50,1,415,"9109"
"24407","9109",48,6,15,"Modification3A","PosNegA_BOTTOMCongruentV",44,1,500,"9109"
"24408","9109",48,6,16,"Modification3A","PosNegA_TOPCongruentV",50,0,573,"9109"
"24409","9109",48,6,17,"Modification3A","PosNegA_BOTTOMCongruentV",44,1,1068,"9109"
"24410","9109",48,6,18,"Modification3A","PosNegA_TOPCongruentH",50,1,734,"9109"
"24411","9109",48,6,19,"Modification3A","PosNegA_BOTTOMCongruentH",50,1,758,"9109"
"24412","9109",48,6,20,"Modification3A","PosNegA_BOTTOMCongruentH",50,1,670,"9109"
"24413","9109",48,6,21,"Modification3A","PosNegA_TOPCongruentH",50,1,672,"9109"
"24414","9109",48,6,22,"Modification3A","PosNegA_BOTTOMCongruentH",50,1,595,"9109"
"24415","9109",48,6,23,"Modification3A","PosNegA_BOTTOMCongruentV",44,1,649,"9109"
"24416","9109",48,6,24,"Modification3A","PosNegA_BOTTOMCongruentV",44,1,708,"9109"
"24417","9109",48,6,25,"Modification3A","PosNegA_TOPCongruentH",50,1,598,"9109"
"24418","9109",48,6,26,"Modification3A","PosNegA_BOTTOMCongruentH",50,1,684,"9109"
"24419","9109",48,6,27,"Modification3A","PosNegA_TOPCongruentH",50,1,581,"9109"
"24420","9109",48,6,28,"Modification3A","PosNegA_TOPCongruentV",44,1,788,"9109"
"24421","9109",48,6,29,"Modification3A","PosNegA_BOTTOMCongruentH",50,1,594,"9109"
"24422","9109",48,6,30,"Modification3A","PosNegA_TOPCongruentH",50,1,568,"9109"
"24423","9109",48,6,31,"Modification3A","PosNegA_TOPCongruentH",50,1,559,"9109"
"24424","9109",48,6,32,"Modification3A","PosNegA_BOTTOMCongruentH",50,1,622,"9109"
"24425","9109",48,6,33,"Modification3A","PosNegA_BOTTOMCongruentV",44,1,547,"9109"
"24426","9109",48,6,34,"Modification3A","PosNegA_BOTTOMCongruentV",44,1,475,"9109"
"24427","9109",48,6,35,"Modification3A","PosNegA_TOPCongruentH",50,1,518,"9109"
"24428","9109",48,6,36,"Modification3A","PosNegA_BOTTOMCongruentH",50,1,518,"9109"
"24429","9109",48,6,37,"Modification3A","PosNegA_BOTTOMCongruentH",44,0,535,"9109"
"24430","9109",48,6,38,"Modification3A","PosNegA_TOPCongruentV",44,1,631,"9109"
"24431","9109",48,6,39,"Modification3A","PosNegA_BOTTOMCongruentV",44,1,460,"9109"
"24432","9109",48,6,40,"Modification3A","PosNegA_TOPIncongruentH",44,0,743,"9109"
"24433","9109",48,6,41,"Modification3A","PosNegA_TOPCongruentV",44,1,559,"9109"
"24434","9109",48,6,42,"Modification3A","PosNegA_BOTTOMIncongruentV",44,1,422,"9109"
"24435","9109",48,6,43,"Modification3A","PosNegA_BOTTOMCongruentH",50,1,747,"9109"
"24436","9109",48,6,44,"Modification3A","PosNegA_BOTTOMCongruentH",50,1,835,"9109"
"24437","9109",48,6,45,"Modification3A","PosNegA_BOTTOMCongruentV",44,1,911,"9109"
"24438","9109",48,6,46,"Modification3A","PosNegA_BOTTOMCongruentV",44,1,544,"9109"
"24439","9109",48,6,47,"Modification3A","PosNegA_TOPCongruentV",44,1,648,"9109"
"24440","9109",48,6,48,"Modification3A","PosNegA_TOPCongruentH",50,1,604,"9109"
"24441","9109",48,6,49,"Modification3A","PosNegA_TOPCongruentH",50,1,578,"9109"
"24442","9109",48,6,50,"Modification3A","PosNegA_TOPCongruentV",44,1,504,"9109"
"24443","9109",48,6,51,"Modification3A","PosNegA_TOPCongruentH",50,1,738,"9109"
"24444","9109",48,6,52,"Modification3A","PosNegA_BOTTOMCongruentH",50,1,650,"9109"
"24445","9109",48,6,53,"Modification3A","PosNegA_TOPCongruentV",44,1,517,"9109"
"24446","9109",48,6,54,"Modification3A","PosNegA_TOPCongruentV",44,1,686,"9109"
"24447","9109",48,6,55,"Modification3A","PosNegA_TOPCongruentV",44,1,432,"9109"
"24448","9109",48,6,56,"Modification3A","PosNegA_BOTTOMCongruentV",44,1,540,"9109"
"24449","9109",48,6,57,"Modification3A","PosNegA_BOTTOMCongruentV",44,1,612,"9109"
"24450","9109",48,6,58,"Modification3A","PosNegA_BOTTOMCongruentV",44,1,514,"9109"
"24451","9109",48,6,59,"Modification3A","PosNegA_TOPCongruentV",44,1,499,"9109"
"24452","9109",48,6,60,"Modification3A","PosNegA_BOTTOMCongruentH",50,1,684,"9109"
"24453","9109",48,6,61,"Modification3A","PosNegA_TOPCongruentV",44,1,710,"9109"
"24454","9109",48,6,62,"Modification3A","PosNegA_BOTTOMCongruentH",50,1,728,"9109"
"24455","9109",48,6,63,"Modification3A","PosNegA_BOTTOMCongruentH",50,1,624,"9109"
"24456","9109",48,6,64,"Modification3A","PosNegA_BOTTOMCongruentV",44,1,565,"9109"
"24457","9109",48,6,65,"Modification3A","PosNegA_TOPCongruentH",50,1,636,"9109"
"24458","9109",48,6,66,"Modification3A","PosNegA_TOPCongruentH",50,1,632,"9109"
"24459","9109",48,6,67,"Modification3A","PosNegA_TOPCongruentV",44,1,516,"9109"
"24460","9109",48,6,68,"Modification3A","PosNegA_BOTTOMCongruentH",50,1,805,"9109"
"24461","9109",48,6,69,"Modification3A","PosNegA_BOTTOMCongruentV",44,1,626,"9109"
"24462","9109",48,6,70,"Modification3A","PosNegA_TOPCongruentV",44,1,719,"9109"
"24463","9109",48,6,71,"Modification3A","PosNegA_BOTTOMCongruentH",50,1,1048,"9109"
"24464","9109",48,6,72,"Modification3A","PosNegA_TOPIncongruentV",44,1,548,"9109"
"24465","9109",48,6,73,"Modification3A","PosNegA_TOPCongruentH",50,1,692,"9109"
"24466","9109",48,6,74,"Modification3A","PosNegA_BOTTOMCongruentV",50,0,982,"9109"
"24467","9109",48,6,75,"Modification3A","PosNegA_BOTTOMCongruentH",50,1,804,"9109"
"24468","9109",48,6,76,"Modification3A","PosNegA_BOTTOMCongruentV",44,1,874,"9109"
"24469","9109",48,6,77,"Modification3A","PosNegA_TOPCongruentV",44,1,700,"9109"
"24470","9109",48,6,78,"Modification3A","PosNegA_TOPCongruentH",50,1,662,"9109"
"24471","9109",48,6,79,"Modification3A","PosNegA_BOTTOMCongruentH",44,0,529,"9109"
"24472","9109",48,6,80,"Modification3A","PosNegA_TOPCongruentV",44,1,722,"9109"
"24473","9109",48,6,81,"Modification3A","PosNegA_TOPCongruentH",44,0,546,"9109"
"24474","9109",48,6,82,"Modification3A","PosNegA_BOTTOMCongruentV",44,1,946,"9109"
"24475","9109",48,6,83,"Modification3A","PosNegA_TOPCongruentV",44,1,650,"9109"
"24476","9109",48,6,84,"Modification3A","PosNegA_TOPCongruentV",44,1,621,"9109"
"24477","9109",48,6,85,"Modification3A","PosNegA_BOTTOMIncongruentV",44,1,666,"9109"
"24478","9109",48,6,86,"Modification3A","PosNegA_TOPCongruentH",50,1,589,"9109"
"24479","9109",48,6,87,"Modification3A","PosNegA_BOTTOMCongruentV",44,1,659,"9109"
"24480","9109",48,6,88,"Modification3A","PosNegA_TOPCongruentV",44,1,606,"9109"
"24481","9109",48,6,89,"Modification3A","PosNegA_TOPCongruentV",44,1,612,"9109"
"24482","9109",48,6,90,"Modification3A","PosNegA_BOTTOMCongruentH",44,0,553,"9109"
"24483","9109",48,6,91,"Modification3A","PosNegA_BOTTOMIncongruentH",44,0,784,"9109"
"24484","9109",48,6,92,"Modification3A","PosNegA_TOPCongruentH",50,1,734,"9109"
"24485","9109",48,6,93,"Modification3A","PosNegA_TOPIncongruentV",44,1,590,"9109"
"24486","9109",48,6,94,"Modification3A","PosNegA_TOPCongruentV",44,1,524,"9109"
"24487","9109",48,6,95,"Modification3A","PosNegA_TOPCongruentH",50,1,517,"9109"
"24488","9109",48,6,96,"Modification3A","PosNegA_BOTTOMCongruentV",44,1,630,"9109"
"24489","9109",48,7,1,"break","break1",0,0,120000,"9109"
"24490","9109",48,8,1,"Modification4A","PosNegA_TOPCongruentV",44,1,899,"9109"
"24491","9109",48,8,2,"Modification4A","PosNegA_TOPCongruentV",44,1,708,"9109"
"24492","9109",48,8,3,"Modification4A","PosNegA_BOTTOMCongruentH",50,1,597,"9109"
"24493","9109",48,8,4,"Modification4A","PosNegA_BOTTOMCongruentH",50,1,580,"9109"
"24494","9109",48,8,5,"Modification4A","PosNegA_BOTTOMCongruentH",50,1,434,"9109"
"24495","9109",48,8,6,"Modification4A","PosNegA_TOPIncongruentH",44,0,534,"9109"
"24496","9109",48,8,7,"Modification4A","PosNegA_TOPCongruentH",50,1,446,"9109"
"24497","9109",48,8,8,"Modification4A","PosNegA_TOPIncongruentH",50,1,418,"9109"
"24498","9109",48,8,9,"Modification4A","PosNegA_BOTTOMCongruentH",50,1,463,"9109"
"24499","9109",48,8,10,"Modification4A","PosNegA_TOPCongruentV",44,1,538,"9109"
"24500","9109",48,8,11,"Modification4A","PosNegA_TOPCongruentV",44,1,691,"9109"
"24501","9109",48,8,12,"Modification4A","PosNegA_BOTTOMCongruentH",50,1,508,"9109"
"24502","9109",48,8,13,"Modification4A","PosNegA_TOPCongruentH",50,1,541,"9109"
"24503","9109",48,8,14,"Modification4A","PosNegA_TOPCongruentH",50,1,549,"9109"
"24504","9109",48,8,15,"Modification4A","PosNegA_BOTTOMCongruentV",44,1,637,"9109"
"24505","9109",48,8,16,"Modification4A","PosNegA_BOTTOMCongruentH",50,1,545,"9109"
"24506","9109",48,8,17,"Modification4A","PosNegA_BOTTOMCongruentV",44,1,929,"9109"
"24507","9109",48,8,18,"Modification4A","PosNegA_BOTTOMCongruentH",50,1,914,"9109"
"24508","9109",48,8,19,"Modification4A","PosNegA_TOPCongruentH",50,1,971,"9109"
"24509","9109",48,8,20,"Modification4A","PosNegA_TOPCongruentV",44,1,2857,"9109"
"24510","9109",48,8,21,"Modification4A","PosNegA_TOPCongruentH",50,1,581,"9109"
"24511","9109",48,8,22,"Modification4A","PosNegA_BOTTOMCongruentV",44,1,676,"9109"
"24512","9109",48,8,23,"Modification4A","PosNegA_BOTTOMCongruentH",50,1,542,"9109"
"24513","9109",48,8,24,"Modification4A","PosNegA_BOTTOMCongruentH",50,1,598,"9109"
"24514","9109",48,8,25,"Modification4A","PosNegA_BOTTOMCongruentH",50,1,500,"9109"
"24515","9109",48,8,26,"Modification4A","PosNegA_BOTTOMCongruentV",44,1,558,"9109"
"24516","9109",48,8,27,"Modification4A","PosNegA_TOPCongruentH",50,1,581,"9109"
"24517","9109",48,8,28,"Modification4A","PosNegA_BOTTOMCongruentH",50,1,508,"9109"
"24518","9109",48,8,29,"Modification4A","PosNegA_BOTTOMCongruentV",44,1,565,"9109"
"24519","9109",48,8,30,"Modification4A","PosNegA_BOTTOMCongruentV",44,1,572,"9109"
"24520","9109",48,8,31,"Modification4A","PosNegA_TOPCongruentV",44,1,427,"9109"
"24521","9109",48,8,32,"Modification4A","PosNegA_TOPCongruentH",50,1,703,"9109"
"24522","9109",48,8,33,"Modification4A","PosNegA_TOPCongruentV",44,1,649,"9109"
"24523","9109",48,8,34,"Modification4A","PosNegA_BOTTOMCongruentV",44,1,668,"9109"
"24524","9109",48,8,35,"Modification4A","PosNegA_TOPCongruentV",44,1,607,"9109"
"24525","9109",48,8,36,"Modification4A","PosNegA_TOPCongruentH",50,1,508,"9109"
"24526","9109",48,8,37,"Modification4A","PosNegA_TOPCongruentH",50,1,750,"9109"
"24527","9109",48,8,38,"Modification4A","PosNegA_BOTTOMCongruentV",44,1,517,"9109"
"24528","9109",48,8,39,"Modification4A","PosNegA_TOPIncongruentV",44,1,494,"9109"
"24529","9109",48,8,40,"Modification4A","PosNegA_BOTTOMCongruentH",44,0,560,"9109"
"24530","9109",48,8,41,"Modification4A","PosNegA_TOPCongruentV",44,1,575,"9109"
"24531","9109",48,8,42,"Modification4A","PosNegA_TOPCongruentH",50,1,790,"9109"
"24532","9109",48,8,43,"Modification4A","PosNegA_TOPCongruentH",50,1,780,"9109"
"24533","9109",48,8,44,"Modification4A","PosNegA_TOPCongruentH",50,1,474,"9109"
"24534","9109",48,8,45,"Modification4A","PosNegA_TOPCongruentH",50,1,525,"9109"
"24535","9109",48,8,46,"Modification4A","PosNegA_BOTTOMCongruentV",44,1,614,"9109"
"24536","9109",48,8,47,"Modification4A","PosNegA_BOTTOMIncongruentH",50,1,579,"9109"
"24537","9109",48,8,48,"Modification4A","PosNegA_TOPCongruentH",50,1,370,"9109"
"24538","9109",48,8,49,"Modification4A","PosNegA_BOTTOMCongruentV",50,0,584,"9109"
"24539","9109",48,8,50,"Modification4A","PosNegA_TOPCongruentV",50,0,630,"9109"
"24540","9109",48,8,51,"Modification4A","PosNegA_BOTTOMCongruentV",44,1,483,"9109"
"24541","9109",48,8,52,"Modification4A","PosNegA_TOPCongruentH",50,1,797,"9109"
"24542","9109",48,8,53,"Modification4A","PosNegA_BOTTOMCongruentV",44,1,363,"9109"
"24543","9109",48,8,54,"Modification4A","PosNegA_TOPCongruentH",50,1,458,"9109"
"24544","9109",48,8,55,"Modification4A","PosNegA_TOPCongruentH",50,1,606,"9109"
"24545","9109",48,8,56,"Modification4A","PosNegA_TOPCongruentV",44,1,731,"9109"
"24546","9109",48,8,57,"Modification4A","PosNegA_TOPCongruentH",50,1,668,"9109"
"24547","9109",48,8,58,"Modification4A","PosNegA_TOPCongruentV",44,1,614,"9109"
"24548","9109",48,8,59,"Modification4A","PosNegA_TOPCongruentV",44,1,692,"9109"
"24549","9109",48,8,60,"Modification4A","PosNegA_TOPCongruentV",44,1,541,"9109"
"24550","9109",48,8,61,"Modification4A","PosNegA_BOTTOMCongruentV",44,1,574,"9109"
"24551","9109",48,8,62,"Modification4A","PosNegA_TOPCongruentV",44,1,580,"9109"
"24552","9109",48,8,63,"Modification4A","PosNegA_BOTTOMIncongruentH",50,1,515,"9109"
"24553","9109",48,8,64,"Modification4A","PosNegA_BOTTOMCongruentV",44,1,556,"9109"
"24554","9109",48,8,65,"Modification4A","PosNegA_TOPCongruentV",44,1,468,"9109"
"24555","9109",48,8,66,"Modification4A","PosNegA_TOPCongruentV",44,1,678,"9109"
"24556","9109",48,8,67,"Modification4A","PosNegA_BOTTOMCongruentH",50,1,585,"9109"
"24557","9109",48,8,68,"Modification4A","PosNegA_BOTTOMCongruentV",44,1,607,"9109"
"24558","9109",48,8,69,"Modification4A","PosNegA_TOPCongruentV",44,1,556,"9109"
"24559","9109",48,8,70,"Modification4A","PosNegA_BOTTOMIncongruentV",44,1,772,"9109"
"24560","9109",48,8,71,"Modification4A","PosNegA_TOPCongruentH",50,1,826,"9109"
"24561","9109",48,8,72,"Modification4A","PosNegA_TOPCongruentV",44,1,575,"9109"
"24562","9109",48,8,73,"Modification4A","PosNegA_BOTTOMCongruentH",50,1,637,"9109"
"24563","9109",48,8,74,"Modification4A","PosNegA_BOTTOMCongruentV",44,1,465,"9109"
"24564","9109",48,8,75,"Modification4A","PosNegA_BOTTOMCongruentV",44,1,685,"9109"
"24565","9109",48,8,76,"Modification4A","PosNegA_BOTTOMCongruentH",50,1,751,"9109"
"24566","9109",48,8,77,"Modification4A","PosNegA_BOTTOMCongruentH",50,1,678,"9109"
